num_record,material,name,country,denomination,batch,location,issuer,serial_number,part_number,quantity
NBI5095,PAPEL,Especimen,Hungria,20 FORINT,1969 JUN 30,"Folder: 051/Pos: 003 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,C 000 000331,1,
NBI5096,PAPEL,Especimen,Hungria,20 FORINT,1969 JUN 30,"Folder: 051/Pos: 004 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,C 000 000330,1,
NBI5097,PAPEL,Especimen,Hungria,50 FORINT,1969 JUN 30,"Folder: 051/Pos: 005 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,D 000 000224,1,
NBI5098,PAPEL,Especimen,Hungria,50 FORINT,1969 JUN 30,"Folder: 051/Pos: 006 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,D 000 000225,1,
NBI5099,PAPEL,Especimen,Hungria,100 FORINT,1968 OCT 24,"Folder: 051/Pos: 007 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,B 000 000413,1,
NBI5100,PAPEL,Especimen,Hungria,100 FORINT,1968 OCT 24,"Folder: 051/Pos: 008 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,B 000 000414,1,
NBI5101,PAPEL,Especimen,Hungria,500 FORINT,1969 JUN 30,"Folder: 051/Pos: 009 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,E 000 000821,1,
NBI5102,PAPEL,Especimen,Hungria,500 FORINT,1969 JUN 30,"Folder: 051/Pos: 010 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,E 000 000822,1,
NBI5103,PAPEL,Especimen,Hungria,50 FORINT,1989 ENE 10,"Folder: 051/Pos: 011 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,D 273 000572,1,
NBI5104,PAPEL,Especimen,Hungria,100 FORINT,1992 ENE 15,"Folder: 051/Pos: 012 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,B 000 000584,1,
NBI5105,PAPEL,Especimen,Hungria,500 FORINT,1990 JUL 31,"Folder: 051/Pos: 013 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,E 000 000033,1,
NBI5106,PAPEL,Especimen,Hungria,1000 FORINT,1983 NOV 10,"Folder: 051/Pos: 014 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,D 00000682,1,
NBI5107,PAPEL,Especimen,Hungria,5000 FORINT,1992 OCT 30,"Folder: 051/Pos: 015 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,J 00000271,1,
NBI5108,PAPEL,Especimen,Hungria,10000 FORINT,1997,"Folder: 051/Pos: 016 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO NACIONAL HUNGARO,AA 0000437,1,
NBI5109,PAPEL,Especimen,Indochina Francesa,500 PIASTRAS,SF (1939-),"Folder: 051/Pos: 017 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO DE INDOCHINA,0,1,
NBI5110,PAPEL,Especimen,Indochina Francesa,1000 PIASTRAS,SF (1951),"Folder: 051/Pos: 018 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO DE INDOCHINA,0,1,
NBI5111,PAPEL,Especimen,Indonesia,20000 RUPIAS,1995,"Folder: 051/Pos: 019 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO INDONESIA,XAK208577,1,
NBI5112,PAPEL,Especimen,Indonesia,50000 RUPIAS,1995,"Folder: 051/Pos: 020 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO INDONESIA,XAP140380,1,
NBI5113,PAPEL,Especimen,Indonesia,50000 RUPIAS,1999,"Folder: 051/Pos: 021 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO INDONESIA,XJM051129,1,
NBI5114,PLASTICO,Especimen,Indonesia,100000 RUPIAS,1999,"Folder: 051/Pos: 022 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",BANCO INDONESIA,AAA 000000,1,
NBI5115,PAPEL,Especimen,Inglaterra,10 CHELINES,SF (1948-60),"Folder: 051/Pos: 023 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,0,1,
NBI5116,PAPEL,Especimen,Inglaterra,1 LIBRA,SF (1948-60),"Folder: 051/Pos: 024 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,0,1,
NBI5117,PAPEL,Especimen,Inglaterra,10 CHELINES,SF (1960-70),"Folder: 051/Pos: 025 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5118,PAPEL,Especimen,Inglaterra,1 LIBRA,SF (1960-77),"Folder: 051/Pos: 026 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5119,PAPEL,Especimen,Inglaterra,5 LIBRAS,SF (1966-70),"Folder: 051/Pos: 027 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5120,PAPEL,Especimen,Inglaterra,10 LIBRAS,SF (1970-77),"Folder: 051/Pos: 028 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,B00 000000,1,
NBI5121,PAPEL,Especimen,Inglaterra,10 LIBRAS,SF (1966-70),"Folder: 051/Pos: 029 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5122,PAPEL,Especimen,Inglaterra,1 LIBRA,SF (1978-82),"Folder: 051/Pos: 030 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5123,PAPEL,Especimen,Inglaterra,1 LIBRA,SF (1982-84),"Folder: 051/Pos: 031 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,AN00 000000,1,
NBI5124,PAPEL,Especimen,Inglaterra,5 LIBRAS,SF (1971-72),"Folder: 051/Pos: 032 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5125,PAPEL,Especimen,Inglaterra,5 LIBRAS,SF (1973-82),"Folder: 051/Pos: 033 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,00A 000000,1,
NBI5126,PAPEL,Especimen,Inglaterra,10 LIBRAS,SF (1978-82),"Folder: 051/Pos: 034 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5127,PAPEL,Especimen,Inglaterra,20 LIBRAS,SF (1970),"Folder: 051/Pos: 035 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5128,PAPEL,Especimen,Inglaterra,5 LIBRAS,SF (1982-88),"Folder: 051/Pos: 036 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,RA00 000000,1,
NBI5129,PAPEL,Especimen,Inglaterra,10 LIBRAS,SF (1982-88),"Folder: 051/Pos: 037 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A000 000000,1,
NBI5130,PAPEL,Especimen,Inglaterra,20 LIBRAS,SF (1984-88),"Folder: 051/Pos: 038 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,00A 000000,1,
NBI5131,PAPEL,Especimen,Inglaterra,50 LIBRAS,SF (1981-88),"Folder: 051/Pos: 039 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5132,PAPEL,Especimen,Inglaterra,5 LIBRAS,SF (1991),"Folder: 051/Pos: 040 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,AA00 000000,1,
NBI5133,PAPEL,Especimen,Inglaterra,5 LIBRAS,SF (1990-91),"Folder: 051/Pos: 041 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5134,PAPEL,Especimen,Inglaterra,10 LIBRAS,SF (1992),"Folder: 051/Pos: 042 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,DD00 000000,1,
NBI5135,PAPEL,Especimen,Inglaterra,10 LIBRAS,SF (1992),"Folder: 051/Pos: 043 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5136,PAPEL,Especimen,Inglaterra,20 LIBRAS,SF (1990-91),"Folder: 051/Pos: 044 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5137,PAPEL,Especimen,Inglaterra,50 LIBRAS,SF (1993),"Folder: 051/Pos: 045 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,A00 000000,1,
NBI5138,PAPEL,Especimen,Inglaterra,20 LIBRAS,SF (1991),"Folder: 051/Pos: 046 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,X00 000000,1,
NBI5139,PAPEL,Especimen,Inglaterra,20 LIBRAS,SF (1999),"Folder: 051/Pos: 047 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 051)",Banco de Inglaterra,AA00 000000,1,
NBI5140,PAPEL,Especimen,Iran,20 RIALS,SF (1969),"Folder: 052/Pos: 001 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,50/ 000000,1,
NBI5141,PAPEL,Especimen,Iran,50 RIALS,SF (1969-71),"Folder: 052/Pos: 002 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,99/ 000000,1,
NBI5142,PAPEL,Especimen,Iran,100 RIALS,SF (1969-71),"Folder: 052/Pos: 003 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,99/ 000000,1,
NBI5143,PAPEL,Especimen,Iran,200 RIALS,SF (1969-71),"Folder: 052/Pos: 004 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,21/ 000000,1,
NBI5144,PAPEL,Especimen,Iran,500 RIALS,SF (1971-73),"Folder: 052/Pos: 005 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,18/ 000000,1,
NBI5145,PAPEL,Especimen,Iran,500 RIALS,SF (1969),"Folder: 052/Pos: 006 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,9/ 000000,1,
NBI5146,PAPEL,Especimen,Iran,1000 RIALS,SF (1971-73),"Folder: 052/Pos: 007 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,18/ 000000,1,
NBI5147,PAPEL,Especimen,Iran,1000 RIALS,SF (1969),"Folder: 052/Pos: 008 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,9/ 000000,1,
NBI5148,PAPEL,Especimen,Iran,5000 RIALS,SF (1971-72),"Folder: 052/Pos: 009 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,2/ 000000,1,
NBI5149,PAPEL,Especimen,Iran,10000 RIALS,SF (1971-73),"Folder: 052/Pos: 010 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5150,PAPEL,Especimen,Iran,50 RIALS,SH1350 (1971),"Folder: 052/Pos: 011 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5151,PAPEL,Especimen,Iran,100 RIALS,SH1350 (1971),"Folder: 052/Pos: 012 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5152,PAPEL,Especimen,Iran,20 RIALS,SF (1974-79),"Folder: 052/Pos: 013 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5153,PAPEL,Especimen,Iran,50 RIALS,SF (1974-79),"Folder: 052/Pos: 014 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5154,PAPEL,Especimen,Iran,100 RIALS,SF (1974-79),"Folder: 052/Pos: 015 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5155,PAPEL,Especimen,Iran,200 RIALS,SF (1974-79),"Folder: 052/Pos: 016 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,91/ 000000,1,
NBI5156,PAPEL,Especimen,Iran,500 RIALS,SF (1974-79),"Folder: 052/Pos: 017 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5157,PAPEL,Especimen,Iran,1000 RIALS,SF (1974-79),"Folder: 052/Pos: 018 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5158,PAPEL,Especimen,Iran,5000 RIALS,SF (1974-79),"Folder: 052/Pos: 019 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5159,PAPEL,Especimen,Iran,10000 RIALS,SF (1974-79),"Folder: 052/Pos: 020 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5160,PAPEL,Especimen,Iran,100 RIALS,SF (1976),"Folder: 052/Pos: 021 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/ 000000,1,
NBI5161,PAPEL,Especimen,Iran,200 RIALS,SF (1981),"Folder: 052/Pos: 022 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,99/1/ 000000,1,
NBI5162,PAPEL,Especimen,Iran,500 RIALS,SF (1981),"Folder: 052/Pos: 023 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,2/2 / 000000,1,
NBI5163,PAPEL,Especimen,Iran,1000 RIALS,SF (1981),"Folder: 052/Pos: 024 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,2/2 / 000000,1,
NBI5164,PAPEL,Especimen,Iran,5000 RIALS,SF (1981),"Folder: 052/Pos: 025 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,21/1 / 000000,1,
NBI5165,PAPEL,Especimen,Iran,10000 RIALS,SF (1981),"Folder: 052/Pos: 026 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,34/1 / 000000,1,
NBI5166,PAPEL,Especimen,Iran,100 RIALS,SF (1981),"Folder: 052/Pos: 027 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,74/3 / 000000,1,
NBI5167,PAPEL,Especimen,Iran,5000 RIALS,SF (1981),"Folder: 052/Pos: 028 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,85/1 / 000000,1,
NBI5168,PAPEL,Especimen,Iran,10000 RIALS,SF (1981),"Folder: 052/Pos: 029 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5169,PAPEL,Especimen,Iran,200 RIALS,SF (1982-),"Folder: 052/Pos: 030 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5170,PAPEL,Especimen,Iran,500 RIALS,SF (1982-),"Folder: 052/Pos: 031 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5171,PAPEL,Especimen,Iran,1000 RIALS,SF (1982-),"Folder: 052/Pos: 032 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5172,PAPEL,Especimen,Iran,100 RIALS,SF (1985-),"Folder: 052/Pos: 033 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5173,PAPEL,Especimen,Iran,100 RIALS,SF (1985-),"Folder: 052/Pos: 034 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5174,PAPEL,Especimen,Iran,2000 RIALS,SF (1986-),"Folder: 052/Pos: 035 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,85/1 / 000000,1,
NBI5175,PAPEL,Especimen,Iran,2000 RIALS,SF (1986-),"Folder: 052/Pos: 036 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,49/2 / 000000,1,
NBI5176,PAPEL,Especimen,Iran,1000 RIALS,SF (1992-),"Folder: 052/Pos: 037 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5177,PAPEL,Especimen,Iran,10000 RIALS,SF (1992-),"Folder: 052/Pos: 038 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANK MARKAZI IRAN,1/1 / 000000,1,
NBI5178,PAPEL,Especimen,Irak,5 DINARS,SF (1971),"Folder: 052/Pos: 039 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5179,PAPEL,Especimen,Irak,10 DINARS,SF (1971),"Folder: 052/Pos: 040 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5180,PAPEL,Especimen,Irak,1/4 DINAR,SF (1973),"Folder: 052/Pos: 041 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5181,PAPEL,Especimen,Irak,1/2 DINAR,SF (1973),"Folder: 052/Pos: 042 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5182,PAPEL,Especimen,Irak,1 DINAR,SF (1973),"Folder: 052/Pos: 043 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5183,PAPEL,Especimen,Irak,5 DINARS,SF (1973),"Folder: 052/Pos: 044 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5184,PAPEL,Especimen,Irak,10 DINARS,SF (1973),"Folder: 052/Pos: 045 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5185,PAPEL,Especimen,Irak,25 DINARS,1978 / AH1398,"Folder: 052/Pos: 046 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5186,PAPEL,Especimen,Irak,1/4 DINAR,1979 / AH1399,"Folder: 052/Pos: 047 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5187,PAPEL,Especimen,Irak,1/2 DINAR,1980 / AH1400,"Folder: 052/Pos: 048 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5188,PAPEL,Especimen,Irak,1 DINAR,1979 / AH1399,"Folder: 052/Pos: 049 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5189,PAPEL,Especimen,Irak,5 DINARS,1980 / AH1400,"Folder: 052/Pos: 050 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5190,PAPEL,Especimen,Irak,10 DINARS,1980 / AH1400,"Folder: 052/Pos: 051 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5191,PAPEL,Especimen,Irak,25 DINARS,1981 / AH1401,"Folder: 052/Pos: 052 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5192,PAPEL,Especimen,Irak,25 DINARS,1986,"Folder: 052/Pos: 053 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 052)",BANCO CENTRAL DE IRAK,,1,
NBI5193,PAPEL,Especimen,Irlanda,20 LIBRAS,SF (1980-81),"Folder: 053/Pos: 001 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO CENTRAL DE IRLANDA,EEE 000000,1,
NBI5194,PAPEL,Especimen,Irlanda,50 LIBRAS,1982 NOV 1,"Folder: 053/Pos: 002 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO CENTRAL DE IRLANDA,KKK 000000,1,
NBI5195,PAPEL,Especimen,Islas Caiman,50 DOLARES,SF (1987),"Folder: 053/Pos: 003 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5196,PAPEL,Especimen,Islas Caiman,5 DOLARES,1991,"Folder: 053/Pos: 004 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5197,PAPEL,Especimen,Islas Caiman,10 DOLARES,1991,"Folder: 053/Pos: 005 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5198,PAPEL,Especimen,Islas Caiman,25 DOLARES,1991,"Folder: 053/Pos: 006 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5199,PAPEL,Especimen,Islas Caiman,100 DOLARES,1991,"Folder: 053/Pos: 007 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5200,PAPEL,Especimen,Islas Caiman,1 DOLAR,1996,"Folder: 053/Pos: 008 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5201,PAPEL,Especimen,Islas Caiman,5 DOLARES,1996,"Folder: 053/Pos: 009 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5202,PAPEL,Especimen,Islas Caiman,10 DOLARES,1996,"Folder: 053/Pos: 010 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5203,PAPEL,Especimen,Islas Caiman,25 DOLARES,1996,"Folder: 053/Pos: 011 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5204,PAPEL,Especimen,Islas Caiman,100 DOLARES,1996,"Folder: 053/Pos: 012 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5205,PAPEL,Especimen,Islas Caiman,1 DOLAR,1998,"Folder: 053/Pos: 013 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5206,PAPEL,Especimen,Islas Caiman,5 DOLARES,1998,"Folder: 053/Pos: 014 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5207,PAPEL,Especimen,Islas Caiman,10 DOLARES,1998,"Folder: 053/Pos: 015 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",JUNTA MONETARIA DE LAS ISLAS CAIMAN,0,1,
NBI5208,PAPEL,Especimen,Israel,5 LIROT,1968,"Folder: 053/Pos: 016 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5209,PAPEL,Especimen,Israel,10 LIROT,1968,"Folder: 053/Pos: 017 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5210,PAPEL,Especimen,Israel,50 LIROT,1968,"Folder: 053/Pos: 018 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5211,PAPEL,Especimen,Israel,100 LIROT,1968,"Folder: 053/Pos: 019 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5212,PAPEL,Especimen,Israel,5 LIROT,1973,"Folder: 053/Pos: 020 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5213,PAPEL,Especimen,Israel,10 LIROT,1973,"Folder: 053/Pos: 021 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5214,PAPEL,Especimen,Israel,50 LIROT,1973,"Folder: 053/Pos: 022 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5215,PAPEL,Especimen,Israel,100 LIROT,1973,"Folder: 053/Pos: 023 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5216,PAPEL,Especimen,Israel,500 LIROT,1975,"Folder: 053/Pos: 024 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5217,PAPEL,Especimen,Israel,1 SHEQEL,1978,"Folder: 053/Pos: 025 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5218,PAPEL,Especimen,Israel,5 SHEQALIM,1978,"Folder: 053/Pos: 026 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5219,PAPEL,Especimen,Israel,10 SHEQALIM,1978,"Folder: 053/Pos: 027 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
NBI5220,PAPEL,Especimen,Israel,50 SHEQALIM,1978,"Folder: 053/Pos: 028 (Museo de Arte, Reserva Numismatica, Modulo: 11, Folder: 053)",BANCO DE ISRAEL,0,1,
